user_id,recency,frequency,monetary,surge_exposure(%),r,f,m,s,rfm_concat,rfm_score,riders_segmentation,weighted_score,weighted_segmentation
R00241,17,29,485.98,0.4482758620689655,2,4,4,4,244,14,Regular Commuters,3.1999999999999997,Loyal Rider
R00242,25,17,238.34,0.058823529411764705,2,1,1,1,211,5,At Risk Users,1.4000000000000001,Critical Risk Rider (likely churn)
R00243,27,16,261.08,0.3125,2,1,2,2,212,7,Occasional Riders,1.7,Critical Risk Rider (likely churn)
R00244,28,15,205.35,0.5333333333333333,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R00245,10,21,289.16,0.2857142857142857,3,3,2,2,332,10,Occasional Riders,2.7,Average Risk Rider
R00246,17,24,312.98,0.125,2,4,3,1,243,10,Occasional Riders,2.7,Average Risk Rider
R00247,72,18,285.47,0.5,1,2,2,4,122,9,Occasional Riders,1.7999999999999998,Critical Risk Rider (likely churn)
R00248,42,25,392.49,0.36,1,4,4,3,144,12,Regular Commuters,2.7,Average Risk Rider
R00249,7,23,319.32,0.34782608695652173,4,3,3,3,433,13,Regular Commuters,3.4,Loyal Rider
R00250,3,21,333.29,0.38095238095238093,4,3,3,3,433,13,Regular Commuters,3.4,Loyal Rider
R00251,4,19,305.95,0.2631578947368421,4,2,3,1,423,10,Occasional Riders,2.9000000000000004,Average Risk Rider
R00252,11,27,363.82,0.07407407407407407,3,4,4,1,344,12,Regular Commuters,3.3000000000000003,Loyal Rider
R00253,8,21,340.37,0.5238095238095238,3,3,3,4,333,13,Regular Commuters,3.1,Loyal Rider
R00254,12,26,399.61,0.3076923076923077,3,4,4,2,344,13,Regular Commuters,3.4000000000000004,Loyal Rider
R00255,8,15,221.4,0.4,3,1,1,3,311,8,Occasional Riders,2.0,Average Risk Rider
R00256,25,15,216.03,0.2,2,1,1,1,211,5,At Risk Users,1.4000000000000001,Critical Risk Rider (likely churn)
R00257,5,21,359.34,0.23809523809523808,4,3,4,1,434,12,Regular Commuters,3.4,Loyal Rider
R00258,37,22,311.73,0.3181818181818182,1,3,3,2,133,9,Occasional Riders,2.1,Average Risk Rider
R00259,22,18,243.82999999999998,0.2777777777777778,2,2,1,2,221,7,Occasional Riders,1.7999999999999998,Critical Risk Rider (likely churn)
R00260,15,18,249.66,0.4444444444444444,2,2,1,4,221,9,Occasional Riders,2.0,Average Risk Rider
R00261,6,13,198.07,0.38461538461538464,4,1,1,3,411,9,Occasional Riders,2.4,Average Risk Rider
R00262,11,22,331.95,0.3181818181818182,3,3,3,2,333,11,Regular Commuters,2.9000000000000004,Average Risk Rider
R00263,8,23,300.86,0.21739130434782608,3,3,2,1,332,9,Occasional Riders,2.6,Average Risk Rider
R00264,54,14,200.99,0.21428571428571427,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R00265,8,20,277.81,0.3,3,2,2,2,322,9,Occasional Riders,2.4000000000000004,Average Risk Rider
R00266,25,20,315.79,0.5,2,2,3,4,223,11,Regular Commuters,2.4,Average Risk Rider
R00267,25,25,386.51,0.44,2,4,4,4,244,14,Regular Commuters,3.1999999999999997,Loyal Rider
R00268,19,20,302.25,0.15,2,2,2,1,222,7,Occasional Riders,1.9,Critical Risk Rider (likely churn)
R00269,12,25,447.42,0.44,3,4,4,4,344,15,High‑Value Loyalists,3.6,Loyal Rider
R00270,2,25,401.63,0.52,4,4,4,4,444,16,High‑Value Loyalists,3.9999999999999996,Loyal Rider
R00271,13,21,274.64,0.2857142857142857,3,3,2,2,332,10,Occasional Riders,2.7,Average Risk Rider
R00272,3,29,434.36,0.4827586206896552,4,4,4,4,444,16,High‑Value Loyalists,3.9999999999999996,Loyal Rider
R00273,20,22,387.96,0.5,2,3,4,4,234,13,Regular Commuters,2.9,Average Risk Rider
R00274,32,18,253.33,0.2222222222222222,1,2,1,1,121,5,At Risk Users,1.3,Critical Risk Rider (likely churn)
R00275,9,14,184.42,0.14285714285714285,3,1,1,1,311,6,At Risk Users,1.8000000000000003,Critical Risk Rider (likely churn)
R00276,29,20,273.06,0.15,1,2,2,1,122,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R00277,6,17,257.66,0.23529411764705882,4,1,2,1,412,8,Occasional Riders,2.4000000000000004,Average Risk Rider
R00278,18,23,364.87,0.30434782608695654,2,3,4,2,234,11,Regular Commuters,2.7,Average Risk Rider
R00279,21,18,267.08,0.2777777777777778,2,2,2,2,222,8,Occasional Riders,1.9999999999999998,Critical Risk Rider (likely churn)
R00280,53,24,376.36,0.25,1,4,4,1,144,10,Occasional Riders,2.5000000000000004,Average Risk Rider
R00281,4,20,319.29,0.45,4,2,3,4,423,13,Regular Commuters,3.2,Loyal Rider
R00282,30,21,319.62,0.19047619047619047,1,3,3,1,133,8,Occasional Riders,2.0,Average Risk Rider
R00283,47,17,270.61,0.23529411764705882,1,1,2,1,112,5,At Risk Users,1.2000000000000002,Critical Risk Rider (likely churn)
R00284,12,19,357.22,0.3684210526315789,3,2,4,3,324,12,Regular Commuters,2.9000000000000004,Average Risk Rider
R00285,13,19,275.33,0.3157894736842105,3,2,2,2,322,9,Occasional Riders,2.4000000000000004,Average Risk Rider
R00286,73,18,257.77,0.3333333333333333,1,2,2,2,122,7,Occasional Riders,1.5999999999999999,Critical Risk Rider (likely churn)
R00287,16,20,296.67,0.45,2,2,2,4,222,10,Occasional Riders,2.1999999999999997,Average Risk Rider
R00288,62,19,306.38,0.47368421052631576,1,2,3,4,123,10,Occasional Riders,2.0,Average Risk Rider
R00289,15,18,257.71,0.4444444444444444,2,2,2,4,222,10,Occasional Riders,2.1999999999999997,Average Risk Rider
R00290,6,22,366.76,0.36363636363636365,4,3,4,3,434,14,Regular Commuters,3.5999999999999996,Loyal Rider
R00291,17,22,323.47,0.45454545454545453,2,3,3,4,233,12,Regular Commuters,2.6999999999999997,Average Risk Rider
R00292,63,15,239.16,0.3333333333333333,1,1,1,2,111,5,At Risk Users,1.0999999999999999,Critical Risk Rider (likely churn)
R00293,14,23,366.48,0.391304347826087,3,3,4,3,334,13,Regular Commuters,3.2,Loyal Rider
R00294,12,19,287.89,0.47368421052631576,3,2,2,4,322,11,Regular Commuters,2.6,Average Risk Rider
R00295,29,18,277.71000000000004,0.3333333333333333,1,2,2,2,122,7,Occasional Riders,1.5999999999999999,Critical Risk Rider (likely churn)
R00296,2,14,202.03,0.21428571428571427,4,1,1,1,411,7,Occasional Riders,2.2,Average Risk Rider
R00297,51,19,293.51,0.2631578947368421,1,2,2,1,122,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R00298,39,16,180.84,0.0625,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R00299,7,17,235.34,0.35294117647058826,4,1,1,3,411,9,Occasional Riders,2.4,Average Risk Rider
R00300,24,23,330.04,0.30434782608695654,2,3,3,2,233,10,Occasional Riders,2.5,Average Risk Rider
R00301,15,16,260.65,0.1875,2,1,2,1,212,6,At Risk Users,1.6,Critical Risk Rider (likely churn)
R00302,31,17,250.5,0.47058823529411764,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R00303,7,21,337.38,0.47619047619047616,4,3,3,4,433,14,Regular Commuters,3.5,Loyal Rider
R00304,18,20,336.35,0.25,2,2,3,1,223,8,Occasional Riders,2.1,Average Risk Rider
R00305,15,20,314.63,0.35,2,2,3,3,223,10,Occasional Riders,2.3,Average Risk Rider
R00306,3,24,342.05,0.2916666666666667,4,4,3,2,443,13,Regular Commuters,3.6,Loyal Rider
R00307,8,23,372.45,0.391304347826087,3,3,4,3,334,13,Regular Commuters,3.2,Loyal Rider
R00308,12,25,397.05,0.4,3,4,4,3,344,14,Regular Commuters,3.5,Loyal Rider
R00309,11,20,281.52,0.25,3,2,2,1,322,8,Occasional Riders,2.3000000000000003,Average Risk Rider
R00310,11,24,366.78,0.3333333333333333,3,4,4,2,344,13,Regular Commuters,3.4000000000000004,Loyal Rider
R00311,27,24,361.46,0.3333333333333333,2,4,4,2,244,12,Regular Commuters,3.0,Average Risk Rider
R00312,7,22,379.43,0.22727272727272727,4,3,4,1,434,12,Regular Commuters,3.4,Loyal Rider
R00313,12,21,312.96,0.2857142857142857,3,3,3,2,333,11,Regular Commuters,2.9000000000000004,Average Risk Rider
R00314,95,25,405.91,0.32,1,4,4,2,144,11,Regular Commuters,2.6000000000000005,Average Risk Rider
R00315,18,19,364.76,0.42105263157894735,2,2,4,4,224,12,Regular Commuters,2.6,Average Risk Rider
R00316,23,12,175.21,0.3333333333333333,2,1,1,2,211,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R00317,32,15,266.87,0.5333333333333333,1,1,2,4,112,8,Occasional Riders,1.5,Critical Risk Rider (likely churn)
R00318,19,22,372.01,0.4090909090909091,2,3,4,3,234,12,Regular Commuters,2.8,Average Risk Rider
R00319,27,21,321.71,0.2857142857142857,2,3,3,2,233,10,Occasional Riders,2.5,Average Risk Rider
R00320,30,21,383.96999999999997,0.47619047619047616,1,3,4,4,134,12,Regular Commuters,2.4999999999999996,Average Risk Rider
R00321,5,21,324.19,0.42857142857142855,4,3,3,4,433,14,Regular Commuters,3.5,Loyal Rider
R00322,25,20,309.46,0.35,2,2,3,3,223,10,Occasional Riders,2.3,Average Risk Rider
R00323,3,23,341.06,0.30434782608695654,4,3,3,2,433,12,Regular Commuters,3.3000000000000003,Loyal Rider
R00324,10,21,406.06,0.5714285714285714,3,3,4,4,334,14,Regular Commuters,3.3000000000000003,Loyal Rider
R00325,6,21,380.97,0.3333333333333333,4,3,4,2,434,13,Regular Commuters,3.5,Loyal Rider
R00326,51,19,273.38,0.21052631578947367,1,2,2,1,122,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R00327,23,13,202.2,0.3076923076923077,2,1,1,2,211,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R00328,83,18,251.75,0.2222222222222222,1,2,1,1,121,5,At Risk Users,1.3,Critical Risk Rider (likely churn)
R00329,17,22,318.42,0.3181818181818182,2,3,3,2,233,10,Occasional Riders,2.5,Average Risk Rider
R00330,37,12,182.61,0.4166666666666667,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R00331,23,19,285.5,0.2631578947368421,2,2,2,1,222,7,Occasional Riders,1.9,Critical Risk Rider (likely churn)
R00332,17,20,306.5,0.45,2,2,3,4,223,11,Regular Commuters,2.4,Average Risk Rider
R00333,14,22,288.91,0.13636363636363635,3,3,2,1,332,9,Occasional Riders,2.6,Average Risk Rider
R00334,33,16,241.44,0.25,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R00335,17,22,344.4,0.22727272727272727,2,3,3,1,233,9,Occasional Riders,2.4,Average Risk Rider
R00336,13,19,267.67,0.42105263157894735,3,2,2,4,322,11,Regular Commuters,2.6,Average Risk Rider
R00337,9,26,457.47,0.38461538461538464,3,4,4,3,344,14,Regular Commuters,3.5,Loyal Rider
R00338,15,28,426.41,0.17857142857142858,2,4,4,1,244,11,Regular Commuters,2.9,Average Risk Rider
R00339,2,19,324.27,0.3684210526315789,4,2,3,3,423,12,Regular Commuters,3.1,Loyal Rider
R00340,36,27,484.93,0.4444444444444444,1,4,4,4,144,13,Regular Commuters,2.8000000000000003,Average Risk Rider
R00341,25,13,204.56,0.46153846153846156,2,1,1,4,211,8,Occasional Riders,1.7000000000000002,Critical Risk Rider (likely churn)
R00342,18,12,167.41,0.4166666666666667,2,1,1,4,211,8,Occasional Riders,1.7000000000000002,Critical Risk Rider (likely churn)
R00343,17,19,284.76,0.2631578947368421,2,2,2,1,222,7,Occasional Riders,1.9,Critical Risk Rider (likely churn)
R00344,5,19,278.01,0.3157894736842105,4,2,2,2,422,10,Occasional Riders,2.8000000000000003,Average Risk Rider
R00345,33,14,208.23,0.42857142857142855,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R00346,12,15,204.06,0.4,3,1,1,3,311,8,Occasional Riders,2.0,Average Risk Rider
R00347,5,18,272.81,0.2777777777777778,4,2,2,2,422,10,Occasional Riders,2.8000000000000003,Average Risk Rider
R00348,13,18,253.79,0.2777777777777778,3,2,1,2,321,8,Occasional Riders,2.2000000000000006,Average Risk Rider
R00349,28,21,295.23,0.14285714285714285,1,3,2,1,132,7,Occasional Riders,1.7999999999999998,Critical Risk Rider (likely churn)
R00350,17,18,258.79,0.2777777777777778,2,2,2,2,222,8,Occasional Riders,1.9999999999999998,Critical Risk Rider (likely churn)
R00351,6,14,228.76,0.35714285714285715,4,1,1,3,411,9,Occasional Riders,2.4,Average Risk Rider
R00352,13,25,401.05,0.44,3,4,4,4,344,15,High‑Value Loyalists,3.6,Loyal Rider
R00353,5,14,205.9,0.07142857142857142,4,1,1,1,411,7,Occasional Riders,2.2,Average Risk Rider
R00354,13,19,261.49,0.3684210526315789,3,2,2,3,322,10,Occasional Riders,2.5,Average Risk Rider
R00355,11,29,464.45,0.5172413793103449,3,4,4,4,344,15,High‑Value Loyalists,3.6,Loyal Rider
R00356,84,11,176.82999999999998,0.18181818181818182,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R00357,43,21,312.4,0.2857142857142857,1,3,3,2,133,9,Occasional Riders,2.1,Average Risk Rider
R00358,27,22,393.02,0.36363636363636365,2,3,4,3,234,12,Regular Commuters,2.8,Average Risk Rider
R00359,52,16,272.01,0.3125,1,1,2,2,112,6,At Risk Users,1.3,Critical Risk Rider (likely churn)
R00360,14,21,342.53,0.42857142857142855,3,3,3,4,333,13,Regular Commuters,3.1,Loyal Rider
R00361,16,20,283.75,0.25,2,2,2,1,222,7,Occasional Riders,1.9,Critical Risk Rider (likely churn)
R00362,83,19,276.28,0.47368421052631576,1,2,2,4,122,9,Occasional Riders,1.7999999999999998,Critical Risk Rider (likely churn)
R00363,14,18,292.85,0.3333333333333333,3,2,2,2,322,9,Occasional Riders,2.4000000000000004,Average Risk Rider
R00364,33,13,211.39,0.3076923076923077,1,1,1,2,111,5,At Risk Users,1.0999999999999999,Critical Risk Rider (likely churn)
R00365,20,22,277.47,0.09090909090909091,2,3,2,1,232,8,Occasional Riders,2.2,Average Risk Rider
R00366,23,23,376.9,0.34782608695652173,2,3,4,3,234,12,Regular Commuters,2.8,Average Risk Rider
R00367,8,22,364.81,0.22727272727272727,3,3,4,1,334,11,Regular Commuters,3.0000000000000004,Loyal Rider
R00368,18,18,292.56,0.4444444444444444,2,2,2,4,222,10,Occasional Riders,2.1999999999999997,Average Risk Rider
R00369,12,19,280.19,0.15789473684210525,3,2,2,1,322,8,Occasional Riders,2.3000000000000003,Average Risk Rider
R00370,32,25,345.32,0.16,1,4,3,1,143,9,Occasional Riders,2.3000000000000003,Average Risk Rider
R00371,25,15,261.4,0.26666666666666666,2,1,2,2,212,7,Occasional Riders,1.7,Critical Risk Rider (likely churn)
R00372,7,24,361.01,0.3333333333333333,4,4,4,2,444,14,Regular Commuters,3.8,Loyal Rider
R00373,19,24,349.84,0.20833333333333334,2,4,3,1,243,10,Occasional Riders,2.7,Average Risk Rider
R00374,21,19,292.71999999999997,0.47368421052631576,2,2,2,4,222,10,Occasional Riders,2.1999999999999997,Average Risk Rider
R00375,2,16,269.85,0.375,4,1,2,3,412,10,Occasional Riders,2.6,Average Risk Rider
R00376,36,15,228.11,0.26666666666666666,1,1,1,2,111,5,At Risk Users,1.0999999999999999,Critical Risk Rider (likely churn)
R00377,13,22,332.76,0.3181818181818182,3,3,3,2,333,11,Regular Commuters,2.9000000000000004,Average Risk Rider
R00378,32,19,254.01999999999998,0.3157894736842105,1,2,1,2,121,6,At Risk Users,1.4,Critical Risk Rider (likely churn)
R00379,63,18,245.87,0.3333333333333333,1,2,1,2,121,6,At Risk Users,1.4,Critical Risk Rider (likely churn)
R00380,8,22,323.27,0.36363636363636365,3,3,3,3,333,12,Regular Commuters,3.0,Average Risk Rider
R00381,31,25,357.2,0.36,1,4,4,3,144,12,Regular Commuters,2.7,Average Risk Rider
R00382,4,19,352.45,0.47368421052631576,4,2,3,4,423,13,Regular Commuters,3.2,Loyal Rider
R00383,4,19,291.96,0.3684210526315789,4,2,2,3,422,11,Regular Commuters,2.9,Average Risk Rider
R00384,22,18,225.38,0.2777777777777778,2,2,1,2,221,7,Occasional Riders,1.7999999999999998,Critical Risk Rider (likely churn)
R00385,24,24,311.06,0.25,2,4,3,1,243,10,Occasional Riders,2.7,Average Risk Rider
R00386,12,20,325.55,0.4,3,2,3,3,323,11,Regular Commuters,2.7,Average Risk Rider
R00387,20,18,254.42,0.2777777777777778,2,2,1,2,221,7,Occasional Riders,1.7999999999999998,Critical Risk Rider (likely churn)
R00388,15,27,420.37,0.3333333333333333,2,4,4,2,244,12,Regular Commuters,3.0,Average Risk Rider
R00389,38,16,239.3,0.375,1,1,1,3,111,6,At Risk Users,1.2,Critical Risk Rider (likely churn)
R00390,43,23,374.1,0.391304347826087,1,3,4,3,134,11,Regular Commuters,2.3999999999999995,Average Risk Rider
R00391,22,22,342.81,0.3181818181818182,2,3,3,2,233,10,Occasional Riders,2.5,Average Risk Rider
R00392,12,19,289.1,0.47368421052631576,3,2,2,4,322,11,Regular Commuters,2.6,Average Risk Rider
R00393,4,16,241.3,0.375,4,1,1,3,411,9,Occasional Riders,2.4,Average Risk Rider
R00394,7,16,273.83,0.4375,4,1,2,4,412,11,Regular Commuters,2.7,Average Risk Rider
R00395,5,30,507.2,0.6,4,4,4,4,444,16,High‑Value Loyalists,3.9999999999999996,Loyal Rider
R00396,7,24,368.18,0.3333333333333333,4,4,4,2,444,14,Regular Commuters,3.8,Loyal Rider
R00397,11,22,377.45,0.36363636363636365,3,3,4,3,334,13,Regular Commuters,3.2,Loyal Rider
R00398,58,15,287.28999999999996,0.4666666666666667,1,1,2,4,112,8,Occasional Riders,1.5,Critical Risk Rider (likely churn)
R00399,52,20,279.38,0.25,1,2,2,1,122,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R00400,10,14,213.66,0.35714285714285715,3,1,1,3,311,8,Occasional Riders,2.0,Average Risk Rider
R00401,51,21,344.62,0.3333333333333333,1,3,3,2,133,9,Occasional Riders,2.1,Average Risk Rider
R00402,30,19,261.82,0.2631578947368421,1,2,2,1,122,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R00403,3,28,441.99,0.2857142857142857,4,4,4,2,444,14,Regular Commuters,3.8,Loyal Rider
R00404,9,23,280.79,0.34782608695652173,3,3,2,3,332,11,Regular Commuters,2.8,Average Risk Rider
R00405,8,21,397.93,0.5238095238095238,3,3,4,4,334,14,Regular Commuters,3.3000000000000003,Loyal Rider
R00406,60,16,269.76,0.4375,1,1,2,4,112,8,Occasional Riders,1.5,Critical Risk Rider (likely churn)
R00407,77,18,306.1,0.3333333333333333,1,2,3,2,123,8,Occasional Riders,1.8,Critical Risk Rider (likely churn)
R00408,20,22,364.05,0.2727272727272727,2,3,4,2,234,11,Regular Commuters,2.7,Average Risk Rider
R00409,7,26,395.75,0.23076923076923078,4,4,4,1,444,13,Regular Commuters,3.6999999999999997,Loyal Rider
R00410,42,21,344.6,0.3333333333333333,1,3,3,2,133,9,Occasional Riders,2.1,Average Risk Rider
R00411,4,18,270.04,0.3888888888888889,4,2,2,3,422,11,Regular Commuters,2.9,Average Risk Rider
R00412,7,19,251.92000000000002,0.42105263157894735,4,2,1,4,421,11,Regular Commuters,2.8000000000000003,Average Risk Rider
R00413,12,27,389.92,0.25925925925925924,3,4,4,1,344,12,Regular Commuters,3.3000000000000003,Loyal Rider
R00414,4,14,214.45,0.07142857142857142,4,1,1,1,411,7,Occasional Riders,2.2,Average Risk Rider
R00415,2,20,271.05,0.15,4,2,2,1,422,9,Occasional Riders,2.7,Average Risk Rider
R00416,36,19,272.3,0.42105263157894735,1,2,2,4,122,9,Occasional Riders,1.7999999999999998,Critical Risk Rider (likely churn)
R00417,3,27,344.99,0.25925925925925924,4,4,3,1,443,12,Regular Commuters,3.5,Loyal Rider
R00418,15,22,276.0,0.09090909090909091,2,3,2,1,232,8,Occasional Riders,2.2,Average Risk Rider
R00419,8,21,334.02,0.19047619047619047,3,3,3,1,333,10,Occasional Riders,2.8000000000000003,Average Risk Rider
R00420,54,22,383.0,0.5,1,3,4,4,134,12,Regular Commuters,2.4999999999999996,Average Risk Rider
R00421,2,16,210.34,0.25,4,1,1,1,411,7,Occasional Riders,2.2,Average Risk Rider
R00422,10,17,245.81,0.35294117647058826,3,1,1,3,311,8,Occasional Riders,2.0,Average Risk Rider
R00423,55,28,481.55,0.2857142857142857,1,4,4,2,144,11,Regular Commuters,2.6000000000000005,Average Risk Rider
R00424,31,22,316.34000000000003,0.3181818181818182,1,3,3,2,133,9,Occasional Riders,2.1,Average Risk Rider
R00425,7,18,276.83,0.3333333333333333,4,2,2,2,422,10,Occasional Riders,2.8000000000000003,Average Risk Rider
R00426,17,19,304.46999999999997,0.42105263157894735,2,2,2,4,222,10,Occasional Riders,2.1999999999999997,Average Risk Rider
R00427,100,15,255.51999999999998,0.3333333333333333,1,1,2,2,112,6,At Risk Users,1.3,Critical Risk Rider (likely churn)
R00428,3,23,373.8,0.391304347826087,4,3,4,3,434,14,Regular Commuters,3.5999999999999996,Loyal Rider
R00429,18,27,349.52,0.2222222222222222,2,4,3,1,243,10,Occasional Riders,2.7,Average Risk Rider
R00430,35,19,322.59,0.47368421052631576,1,2,3,4,123,10,Occasional Riders,2.0,Average Risk Rider
R00431,21,17,269.51,0.29411764705882354,2,1,2,2,212,7,Occasional Riders,1.7,Critical Risk Rider (likely churn)
R00432,13,16,225.28,0.3125,3,1,1,2,311,7,Occasional Riders,1.9000000000000001,Critical Risk Rider (likely churn)
R00433,26,17,237.96,0.058823529411764705,2,1,1,1,211,5,At Risk Users,1.4000000000000001,Critical Risk Rider (likely churn)
R00434,42,15,274.21,0.2,1,1,2,1,112,5,At Risk Users,1.2000000000000002,Critical Risk Rider (likely churn)
R00435,21,12,189.95000000000002,0.5,2,1,1,4,211,8,Occasional Riders,1.7000000000000002,Critical Risk Rider (likely churn)
R00436,20,15,187.28,0.26666666666666666,2,1,1,2,211,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R00437,42,16,218.89000000000001,0.0625,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R00438,4,16,246.63,0.5,4,1,1,4,411,10,Occasional Riders,2.5,Average Risk Rider
R00439,13,24,354.63,0.25,3,4,3,1,343,11,Regular Commuters,3.1000000000000005,Loyal Rider
R00440,49,12,203.95,0.5,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R00441,5,20,345.64,0.25,4,2,3,1,423,10,Occasional Riders,2.9000000000000004,Average Risk Rider
R00442,7,22,377.23,0.36363636363636365,4,3,4,3,434,14,Regular Commuters,3.5999999999999996,Loyal Rider
